ipc_general,ipc_subyacente,ipc_alimentos,fecha,año,mes
0.311455926605271,0.205980821521606,0.440829603705914,2022-02-01,2022,2
1.48265988924236,0.832681769358675,2.28042041380998,2022-03-01,2022,3
0.961893177341858,0.452386903187968,1.5654346049806,2022-04-01,2022,4
0.384024966018986,0.599423189703409,0.13945770316108,2022-05-01,2022,5
1.19062710636316,0.862608858408644,1.58505316628683,2022-06-01,2022,6
0.940891085039107,0.741414694728885,1.17944846685258,2022-07-01,2022,7
0.666542107665968,0.311984516393786,1.08841639952098,2022-08-01,2022,8
0.522557852684368,0.334107767595047,0.744952868104543,2022-09-01,2022,9
0.347652348101841,0.497760779328261,0.170788426080015,2022-10-01,2022,10
0.517639656505263,0.226987115803516,0.860422164941925,2022-11-01,2022,11
0.793924170395989,0.543028297683892,1.09447665094302,2022-12-01,2022,12
0.226446521871514,0.048274576566017,0.427627093970203,2023-01-01,2023,1
0.29452251053137,0.274269799417845,0.318165421569074,2023-02-01,2023,2
1.25348677152025,0.875037628308558,1.69281046949432,2023-03-01,2023,3
0.556251880069387,0.203574039179772,0.961476556572605,2023-04-01,2023,4
0.31786146413237,0.0756845238393713,0.594418224338102,2023-05-01,2023,5
-0.152769746155551,0.140695808022628,-0.48517712115569,2023-06-01,2023,6
0.391066276983018,0.289865727065611,0.50712509675772,2023-07-01,2023,7
0.376132603479856,0.243322865001805,0.527845244197978,2023-08-01,2023,8
0.0164026333286269,0.133571950983976,-0.116686077244901,2023-09-01,2023,9
-0.322447443370826,0.219623628433648,-0.94027750281786,2023-10-01,2023,10
-0.163060842314584,0.00338723113911731,-0.35482083147351,2023-11-01,2023,11
0.405777961086682,0.357847790034804,0.461352495471417,2023-12-01,2023,12
0.0192113272793558,0.00907477572778463,0.0306751413909919,2024-01-01,2024,1
0.557510800936321,0.510432150200941,0.611696553954642,2024-02-01,2024,2
1.00938516188575,0.875077308443132,1.16401920384777,2024-03-01,2024,3
-0.0516715997229469,0.113036962230901,-0.241894362336576,2024-04-01,2024,4
-0.09070644850303232,0.161673831283217,-0.382543095580563,2024-05-01,2024,5
0.121741927959431,0.159447375590354,0.0784483617508993,2024-06-01,2024,6
0.236268738691571,0.19118610858644,0.288980313572041,2024-07-01,2024,7
0.284170528141876,0.0139106447133016,0.598383992160695,2024-08-01,2024,8
-0.237560474773851,-0.000639779747545333,-0.511362477584901,2024-09-01,2024,9
-0.0931035230159262,0.0809413603560282,-0.295556444525073,2024-10-01,2024,10
0.09415303773172512,0.0641343646064838,0.129295812079551,2024-11-01,2024,11
0.105667996950954,0.399466976731172,-0.2370005268138,2024-12-01,2024,12
